Nominee,Party,Home.state,Running.mate,Electoral.vote,Popular.vote,Percentage,year,state,url
Bill Clinton,Democratic,Arkansas,Al Gore,3,192619,84.64,1992,the_District_of_Columbia,https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_the_District_of_Columbia
George H W Bush,Republican,Texas,Dan Quayle,0,20698,9.1,1992,the_District_of_Columbia,https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_the_District_of_Columbia
Bill Clinton,Democratic,Arkansas,Al Gore,3,158220,85.19,1996,the_District_of_Columbia,https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_the_District_of_Columbia
Bob Dole,Republican,Kansas,Jack Kemp,0,17339,9.34,1996,the_District_of_Columbia,https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_the_District_of_Columbia
Al Gore,Democratic,Tennessee,Joe Lieberman,2,171923,85.16,2000,the_District_of_Columbia,https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_the_District_of_Columbia
George W Bush,Republican,Texas,Dick Cheney,0,18073,8.95,2000,the_District_of_Columbia,https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_the_District_of_Columbia
Ralph Nader,Green,Connecticut,Winona LaDuke,0,10576,5.24,2000,the_District_of_Columbia,https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_the_District_of_Columbia
John Kerry,Democratic,Massachusetts,John Edwards,3,202970,89.18,2004,the_District_of_Columbia,https://en.wikipedia.org/wiki/2004_United_States_presidential_election_in_the_District_of_Columbia
George W Bush,Republican,Texas,Dick Cheney,0,21256,9.34,2004,the_District_of_Columbia,https://en.wikipedia.org/wiki/2004_United_States_presidential_election_in_the_District_of_Columbia
Barack Obama,Democratic,Illinois,Joe Biden,3,245800,92.46,2008,the_District_of_Columbia,https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_the_District_of_Columbia
John McCain,Republican,Arizona,Sarah Palin,0,17367,6.53,2008,the_District_of_Columbia,https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_the_District_of_Columbia
Barack Obama,Democratic,Illinois,Joe Biden,3,267070,90.91,2012,the_District_of_Columbia,https://en.wikipedia.org/wiki/2012_United_States_presidential_election_in_the_District_of_Columbia
Mitt Romney,Republican,Massachusetts,Paul Ryan,0,21381,7.28,2012,the_District_of_Columbia,https://en.wikipedia.org/wiki/2012_United_States_presidential_election_in_the_District_of_Columbia
Hillary Clinton,Democratic,New York,Tim Kaine,3,282830,90.86,2016,the_District_of_Columbia,https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_the_District_of_Columbia
Donald Trump,Republican,New York,Mike Pence,0,12723,4.09,2016,the_District_of_Columbia,https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_the_District_of_Columbia
Warren G Harding,Republican,Ohio,Calvin Coolidge,4,81555,55.93,1920,Utah,https://en.wikipedia.org/wiki/1920_United_States_presidential_election_in_Utah
James M Cox,Democratic,Ohio,Franklin D Roosevelt,0,56639,38.84,1920,Utah,https://en.wikipedia.org/wiki/1920_United_States_presidential_election_in_Utah
Calvin Coolidge,Republican,Massachusetts,Charles G Dawes,4,77327,49.26,1924,Utah,https://en.wikipedia.org/wiki/1924_United_States_presidential_election_in_Utah
John W Davis,Democratic,West Virginia,Charles W Bryan,0,47001,29.94,1924,Utah,https://en.wikipedia.org/wiki/1924_United_States_presidential_election_in_Utah
Robert M La Follette,Progressive,Wisconsin,Burton K Wheeler,0,32662,20.81,1924,Utah,https://en.wikipedia.org/wiki/1924_United_States_presidential_election_in_Utah
Herbert Hoover,Republican,California,Charles Curtis,4,94618,53.58,1928,Utah,https://en.wikipedia.org/wiki/1928_United_States_presidential_election_in_Utah
Al Smith,Democratic,New York,Joseph T Robinson,0,80985,45.86,1928,Utah,https://en.wikipedia.org/wiki/1928_United_States_presidential_election_in_Utah
Franklin D Roosevelt,Democratic,New York,John N Garner,4,116750,56.52,1932,Utah,https://en.wikipedia.org/wiki/1932_United_States_presidential_election_in_Utah
Herbert Hoover,Republican,California,Charles Curtis,0,84795,41.05,1932,Utah,https://en.wikipedia.org/wiki/1932_United_States_presidential_election_in_Utah
Franklin D Roosevelt,Democratic,New York,John N Garner,4,150246,69.34,1936,Utah,https://en.wikipedia.org/wiki/1936_United_States_presidential_election_in_Utah
Alf Landon,Republican,Kansas,Frank Knox,0,64555,29.79,1936,Utah,https://en.wikipedia.org/wiki/1936_United_States_presidential_election_in_Utah
Franklin D Roosevelt,Democratic,New York,John N Garner,4,154277,62.25,1940,Utah,https://en.wikipedia.org/wiki/1940_United_States_presidential_election_in_Utah
Wendell Willkie,Republican,New York,Charles L McNary,0,93151,37.59,1940,Utah,https://en.wikipedia.org/wiki/1940_United_States_presidential_election_in_Utah
Franklin D Roosevelt,Democratic,New York,Harry S Truman,4,150088,60.44,1944,Utah,https://en.wikipedia.org/wiki/1944_United_States_presidential_election_in_Utah
Thomas E Dewey,Republican,New York,John W Bricker,0,97891,39.42,1944,Utah,https://en.wikipedia.org/wiki/1944_United_States_presidential_election_in_Utah
Harry S Truman,Democratic,Missouri,Alben W Barkley,4,149151,53.98,1948,Utah,https://en.wikipedia.org/wiki/1948_United_States_presidential_election_in_Utah
Thomas E Dewey,Republican,New York,Earl Warren,0,124402,45.02,1948,Utah,https://en.wikipedia.org/wiki/1948_United_States_presidential_election_in_Utah
Dwight D Eisenhower,Republican,New York,Richard Nixon,4,194190,58.93,1952,Utah,https://en.wikipedia.org/wiki/1952_United_States_presidential_election_in_Utah
Adlai Stevenson,Democratic,Illinois,John Sparkman,0,135364,41.07,1952,Utah,https://en.wikipedia.org/wiki/1952_United_States_presidential_election_in_Utah
Dwight D Eisenhower,Republican,Pennsylvania,Richard Nixon,4,215631,64.6,1956,Utah,https://en.wikipedia.org/wiki/1956_United_States_presidential_election_in_Utah
Adlai Stevenson,Democratic,Illinois,Estes Kefauver,0,118364,35.4,1956,Utah,https://en.wikipedia.org/wiki/1956_United_States_presidential_election_in_Utah
Richard Nixon,Republican,California,Henry Cabot Lodge Jr,4,205361,54.8,1960,Utah,https://en.wikipedia.org/wiki/1960_United_States_presidential_election_in_Utah
John F Kennedy,Democratic,Massachusetts,Lyndon B Johnson,0,169248,45.2,1960,Utah,https://en.wikipedia.org/wiki/1960_United_States_presidential_election_in_Utah
Lyndon B Johnson,Democratic,Texas,Hubert Humphrey,4,219628,54.9,1964,Utah,https://en.wikipedia.org/wiki/1964_United_States_presidential_election_in_Utah
Barry Goldwater,Republican,Arizona,William E Miller,0,180682,45.1,1964,Utah,https://en.wikipedia.org/wiki/1964_United_States_presidential_election_in_Utah
Richard Nixon,Republican,New York,Spiro Agnew,4,238728,56.49,1968,Utah,https://en.wikipedia.org/wiki/1968_United_States_presidential_election_in_Utah
Hubert Humphrey,Democratic,Minnesota,Edmund Muskie,0,156665,37.07,1968,Utah,https://en.wikipedia.org/wiki/1968_United_States_presidential_election_in_Utah
George Wallace,American Independent,Alabama,Curtis LeMay,0,26906,6.37,1968,Utah,https://en.wikipedia.org/wiki/1968_United_States_presidential_election_in_Utah
Richard Nixon,Republican,California,Spiro Agnew,4,323643,67.6,1972,Utah,https://en.wikipedia.org/wiki/1972_United_States_presidential_election_in_Utah
George McGovern,Democratic,South Dakota,Sargent Shriver,0,126284,26.4,1972,Utah,https://en.wikipedia.org/wiki/1972_United_States_presidential_election_in_Utah
John G Schmitz,American Independent,California,Thomas J Anderson,0,28549,6,1972,Utah,https://en.wikipedia.org/wiki/1972_United_States_presidential_election_in_Utah
Gerald Ford,Republican,Michigan,Bob Dole,4,337908,62.4,1976,Utah,https://en.wikipedia.org/wiki/1976_United_States_presidential_election_in_Utah
Jimmy Carter,Democratic,Georgia,Walter Mondale,0,182110,33.7,1976,Utah,https://en.wikipedia.org/wiki/1976_United_States_presidential_election_in_Utah
Ronald Reagan,Republican,California,George H W Bush,4,439687,72.77,1980,Utah,https://en.wikipedia.org/wiki/1980_United_States_presidential_election_in_Utah
Jimmy Carter,Democratic,Georgia,Walter Mondale,0,124266,20.57,1980,Utah,https://en.wikipedia.org/wiki/1980_United_States_presidential_election_in_Utah
John B Anderson,Independent,Illinois,Patrick Lucey,0,30284,5.01,1980,Utah,https://en.wikipedia.org/wiki/1980_United_States_presidential_election_in_Utah
Ronald Reagan,Republican,California,George H W Bush,5,469105,74.5,1984,Utah,https://en.wikipedia.org/wiki/1984_United_States_presidential_election_in_Utah
Walter Mondale,Democratic,Minnesota,Geraldine Ferraro,0,155369,24.68,1984,Utah,https://en.wikipedia.org/wiki/1984_United_States_presidential_election_in_Utah
George H W Bush,Republican,Texas,Dan Quayle,5,428442,66.22,1988,Utah,https://en.wikipedia.org/wiki/1988_United_States_presidential_election_in_Utah
Michael Dukakis,Democratic,Massachusetts,Lloyd Bentsen,0,207343,32.05,1988,Utah,https://en.wikipedia.org/wiki/1988_United_States_presidential_election_in_Utah
George H W Bush,Republican,Texas,Dan Quayle,5,322332,43.36,1992,Utah,https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_Utah
Ross Perot,Independent,Texas,James Stockdale,0,203400,27.34,1992,Utah,https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_Utah
Bill Clinton,Democratic,Arkansas,Al Gore,0,183429,24.65,1992,Utah,https://en.wikipedia.org/wiki/1992_United_States_presidential_election_in_Utah
Bob Dole,Republican,Kansas,Jack Kemp,5,361911,54.37,1996,Utah,https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_Utah
Bill Clinton,Democratic,Arkansas,Al Gore,0,221633,33.3,1996,Utah,https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_Utah
Ross Perot,Reform,Texas,Pat Choate,0,66461,9.98,1996,Utah,https://en.wikipedia.org/wiki/1996_United_States_presidential_election_in_Utah
George W Bush,Republican,Texas,Dick Cheney,5,515096,66.83,2000,Utah,https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_Utah
Al Gore,Democratic,Tennessee,Joe Lieberman,0,203053,26.34,2000,Utah,https://en.wikipedia.org/wiki/2000_United_States_presidential_election_in_Utah
George W Bush,Republican,Texas,Dick Cheney,5,663742,71.54,2004,Utah,https://en.wikipedia.org/wiki/2004_United_States_presidential_election_in_Utah
John Kerry,Democratic,Massachusetts,John Edwards,0,241199,26,2004,Utah,https://en.wikipedia.org/wiki/2004_United_States_presidential_election_in_Utah
John McCain,Republican,Arizona,Sarah Palin,5,596030,62.24,2008,Utah,https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_Utah
Barack Obama,Democratic,Illinois,Joe Biden,0,327670,34.22,2008,Utah,https://en.wikipedia.org/wiki/2008_United_States_presidential_election_in_Utah
Mitt Romney,Republican,Massachusetts,Paul Ryan,6,740600,72.62,2012,Utah,https://en.wikipedia.org/wiki/2012_United_States_presidential_election_in_Utah
Barack Obama,Democratic,Illinois,Joe Biden,0,251813,24.69,2012,Utah,https://en.wikipedia.org/wiki/2012_United_States_presidential_election_in_Utah
Donald Trump,Republican,New York,Mike Pence,6,515231,45.54,2016,Utah,https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_Utah
Hillary Clinton,Democratic,New York,Tim Kaine,0,310676,27.46,2016,Utah,https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_Utah
Evan McMullin,Independent,Utah,Nathan Johnson,0,243690,21.54,2016,Utah,https://en.wikipedia.org/wiki/2016_United_States_presidential_election_in_Utah
Warren G Harding,Republican,Ohio,Calvin Coolidge,4,68212,75.82,1920,Vermont,https://en.wikipedia.org/wiki/1920_United_States_presidential_election_in_Vermont
James M Cox,Democratic,Ohio,Franklin D Roosevelt,0,20919,23.25,1920,Vermont,https://en.wikipedia.org/wiki/1920_United_States_presidential_election_in_Vermont
Calvin Coolidge,Republican,Massachusetts,Charles G Dawes,4,80498,78.22,1924,Vermont,https://en.wikipedia.org/wiki/1924_United_States_presidential_election_in_Vermont
John W Davis,Democratic,West Virginia,Charles W Bryan,0,16124,15.67,1924,Vermont,https://en.wikipedia.org/wiki/1924_United_States_presidential_election_in_Vermont
Robert M La Follette,Progressive,Wisconsin,Burton K Wheeler,0,5964,5.79,1924,Vermont,https://en.wikipedia.org/wiki/1924_United_States_presidential_election_in_Vermont
Herbert Hoover,Republican,California,Charles Curtis,4,90404,66.87,1928,Vermont,https://en.wikipedia.org/wiki/1928_United_States_presidential_election_in_Vermont
Al Smith,Democratic,New York,Joseph T Robinson,0,44440,32.87,1928,Vermont,https://en.wikipedia.org/wiki/1928_United_States_presidential_election_in_Vermont
Herbert Hoover,Republican,California,Charles Curtis,3,78984,57.66,1932,Vermont,https://en.wikipedia.org/wiki/1932_United_States_presidential_election_in_Vermont
Franklin D Roosevelt,Democratic,New York,John N Garner,0,56266,41.08,1932,Vermont,https://en.wikipedia.org/wiki/1932_United_States_presidential_election_in_Vermont
Alf Landon,Republican,Kansas,Frank Knox,3,81023,56.39,1936,Vermont,https://en.wikipedia.org/wiki/1936_United_States_presidential_election_in_Vermont
Franklin D Roosevelt,Democratic,New York,John N Garner,0,62124,43.24,1936,Vermont,https://en.wikipedia.org/wiki/1936_United_States_presidential_election_in_Vermont
Wendell Willkie,Republican,Indiana,Charles L McNary,3,78371,54.78,1940,Vermont,https://en.wikipedia.org/wiki/1940_United_States_presidential_election_in_Vermont
Franklin D Roosevelt,Democratic,New York,Henry A Wallace,0,64269,44.92,1940,Vermont,https://en.wikipedia.org/wiki/1940_United_States_presidential_election_in_Vermont
Thomas E Dewey,Republican,New York,John W Bricker,3,71527,57.06,1944,Vermont,https://en.wikipedia.org/wiki/1944_United_States_presidential_election_in_Vermont
Franklin D Roosevelt,Democratic,New York,Harry S Truman,0,53820,42.93,1944,Vermont,https://en.wikipedia.org/wiki/1944_United_States_presidential_election_in_Vermont
Thomas E Dewey,Republican,New York,Earl Warren,3,75926,61.54,1948,Vermont,https://en.wikipedia.org/wiki/1948_United_States_presidential_election_in_Vermont
Harry S Truman,Democratic,Missouri,Alben W Barkley,0,45557,36.92,1948,Vermont,https://en.wikipedia.org/wiki/1948_United_States_presidential_election_in_Vermont
Dwight D Eisenhower,Republican,New York,Richard Nixon,3,109717,71.45,1952,Vermont,https://en.wikipedia.org/wiki/1952_United_States_presidential_election_in_Vermont
Adlai Stevenson,Democratic,Illinois,John Sparkman,0,43355,28.23,1952,Vermont,https://en.wikipedia.org/wiki/1952_United_States_presidential_election_in_Vermont
Dwight D Eisenhower,Republican,Pennsylvania note 1,Richard Nixon,3,110390,72.16,1956,Vermont,https://en.wikipedia.org/wiki/1956_United_States_presidential_election_in_Vermont
Adlai Stevenson,Democratic,Illinois,Estes Kefauver,0,42549,27.81,1956,Vermont,https://en.wikipedia.org/wiki/1956_United_States_presidential_election_in_Vermont
Richard Nixon,Republican,California,Henry Cabot Lodge Jr,3,98131,58.65,1960,Vermont,https://en.wikipedia.org/wiki/1960_United_States_presidential_election_in_Vermont
John F Kennedy,Democratic,Massachusetts,Lyndon B Johnson,0,69186,41.35,1960,Vermont,https://en.wikipedia.org/wiki/1960_United_States_presidential_election_in_Vermont
Lyndon B Johnson,Democratic,Texas,Hubert Humphrey,3,108127,66.3,1964,Vermont,https://en.wikipedia.org/wiki/1964_United_States_presidential_election_in_Vermont
Barry Goldwater,Republican,Arizona,William E Miller,0,54942,33.69,1964,Vermont,https://en.wikipedia.org/wiki/1964_United_States_presidential_election_in_Vermont
Richard Nixon,Republican,New York,Spiro Agnew,3,85142,52.75,1968,Vermont,https://en.wikipedia.org/wiki/1968_United_States_presidential_election_in_Vermont
Hubert Humphrey,Democratic,Minnesota,Edmund Muskie,0,70255,43.53,1968,Vermont,https://en.wikipedia.org/wiki/1968_United_States_presidential_election_in_Vermont
Richard Nixon,Republican,California,Spiro Agnew,3,117149,62.66,1972,Vermont,https://en.wikipedia.org/wiki/1972_United_States_presidential_election_in_Vermont
George McGovern,Democratic,South Dakota,Sargent Shriver,0,68174,36.47,1972,Vermont,https://en.wikipedia.org/wiki/1972_United_States_presidential_election_in_Vermont
Gerald Ford,Republican,Michigan,Bob Dole,3,102085,54.34,1976,Vermont,https://en.wikipedia.org/wiki/1976_United_States_presidential_election_in_Vermont
Jimmy Carter,Democratic,Georgia,Walter Mondale,0,81044,43.14,1976,Vermont,https://en.wikipedia.org/wiki/1976_United_States_presidential_election_in_Vermont
Ronald Reagan,Republican,California,George H W Bush,3,94598,44.37,1980,Vermont,https://en.wikipedia.org/wiki/1980_United_States_presidential_election_in_Vermont
Jimmy Carter,Democratic,Georgia,Walter Mondale,0,81891,38.41,1980,Vermont,https://en.wikipedia.org/wiki/1980_United_States_presidential_election_in_Vermont
